Status,Opportunity,Billing Request: Billing Request Identifier,Billing Request: Created By,Billing Request: Created Date,Billing Request: Last Modified Date,Purpose of Request,Billing Request: ID,Defect Reason Codes,Months of Service,Defect Root Cause
Complete,NWSL Prime Video 2025,Billing Request- 00104518,Sofia Morales,11/17/2025,12/11/2025,Invoice Revision: Credit/Rebill,a6JXt2642440,Agency Revision Request,Nov; Dec,Incorrect legal terms delayed PTS.
Complete,NWSL Prime Video 2024,Billing Request- 00104519,Kevin Parker,6/6/2024,9/15/2024,Invoice Revision: Credit/Rebill,a6Jat1656409,,Jul; Aug,Client requested retroactive billing adjustments.
Complete,NWSL Halftime Sponsorship 2024,Billing Request- 00104520,Laura Jenkins,11/7/2024,2/13/2025,Invoice Revision: Missed Billing,a6JHn2703151,PO / IO Mismatch,Mar,Incorrect legal terms delayed PTS.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00104521,Angelica Herrera Calvo,11/29/2025,12/27/2025,Invoice Revision: Credit/Rebill,a6JHn4419219,Late Billing Submission,Jul; Aug,Client requested retroactive billing adjustments.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00104522,Tyler Ward,1/27/2025,3/8/2025,Invoice Copy,a6JXt8730250,,Dec,Manual billing entry issue.
Complete,Amazon TNF 2024 2025,Billing Request- 00104523,Angelica Herrera Calvo,9/10/2025,9/28/2025,Invoice Revision: Credit/Rebill,a6Jat1124054,,Jun,Invoice details mismatch with approved campaign.
Complete,NASCAR P&Q 2026,Billing Request- 00104524,Laura Jenkins,4/17/2026,5/6/2026,Invoice Revision: Missed Billing,a6Jat2684394,Other Invoice Details,Mar; Apr,
Complete,NASCAR P&Q 2024,Billing Request- 00104525,Laura Jenkins,5/28/2024,8/6/2024,Invoice Revision: Missed Billing,a6Jat2458142,Incorrect Invoice Amount,Jul,Client requested retroactive billing adjustments.
Complete,NBA League Pass 2025,Billing Request- 00104526,Melissa Grant,11/11/2025,11/15/2025,Invoice Revision: Credit/Rebill,a6Jat6969048,Agency Revision Request,Nov,Manual billing entry issue.
Complete,NFL Prime Video 2026,Billing Request- 00104527,Laura Jenkins,4/8/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6JXt4284150,Other Invoice Details,Oct,Invoice details mismatch with approved campaign.
Complete,NBA Playoffs Campaign 2024,Billing Request- 00104528,Sofia Morales,9/20/2024,12/26/2024,Invoice Revision: Credit/Rebill,a6Jat6180692,Agency Revision Request,Nov,Agency submitted updated invoice mapping.
Complete,Retail Media Expansion 2026,Billing Request- 00104529,Andrew Rivera,4/25/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6JHn6960712,Late Billing Submission,Nov,
Complete,NASCAR P&Q 2024,Billing Request- 00104530,Elena Salazar Castillo,11/24/2024,12/23/2024,Invoice Revision: Credit/Rebill,a6Jat7502214,Other Invoice Details,Mar; Apr,Late media plan changes from client.
Complete,TNF Sponsorship 2024,Billing Request- 00104531,Sofia Morales,4/10/2024,8/7/2024,Invoice Revision: Credit/Rebill,a6JHn8721192,Missing Backup Documentation,Jan,Finance validation process delay.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00104532,Kevin Parker,1/4/2026,1/18/2026,Invoice Revision: Missed Billing,a6Jat5518821,Other Invoice Details,Sep,Incorrect legal terms delayed PTS.
Complete,NWSL Prime Video 2026,Billing Request- 00104533,Andrew Rivera,3/30/2026,4/16/2026,Invoice Copy,a6JHn3804005,Missing Backup Documentation,Mar,Agency submitted updated invoice mapping.
Complete,NASCAR Apex 2025 2026,Billing Request- 00104534,Kevin Parker,4/14/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6JXt9070866,Late Billing Submission,Jul; Aug,Late media plan changes from client.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00104535,Connor Mora,11/19/2025,3/9/2026,Invoice Revision: Credit/Rebill,a6Jat1079967,Agency Revision Request,Aug,Manual billing entry issue.
Waiting on Someone Else,Retail Media Expansion 2024,Billing Request- 00104536,Melissa Grant,9/6/2024,11/24/2024,Invoice Revision: Missed Billing,a6Jat3869166,Agency Revision Request,Jul; Aug,Incorrect legal terms delayed PTS.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00104537,Connor Mora,7/17/2025,7/27/2025,Invoice Revision: Credit/Rebill,a6JXt6902803,Incorrect Invoice Amount,May; Jun,Invoice details mismatch with approved campaign.
Complete,NFL Prime Video 2025,Billing Request- 00104538,Melissa Grant,3/5/2025,4/28/2025,Invoice Revision: Credit/Rebill,a6JHn3520509,Other Invoice Details,Mar; Apr,
Complete,NWSL Prime Video 2026,Billing Request- 00104539,Kevin Parker,2/10/2026,4/16/2026,Invoice Revision: Credit/Rebill,a6Jat1180747,Late Billing Submission,Jan; Feb,Incorrect legal terms delayed PTS.
Complete,NBA Playoffs Campaign 2025,Billing Request- 00104540,Kevin Parker,7/8/2025,9/25/2025,Invoice Revision: Credit/Rebill,a6JHn9855482,Other Invoice Details,Nov; Dec,
Complete,Confluence Academy 2025,Billing Request- 00104541,Andrew Rivera,1/23/2025,3/19/2025,Invoice Revision: Missed Billing,a6Jat5791625,Agency Revision Request,Mar,Incorrect legal terms delayed PTS.
Waiting on Someone Else,WNBA Incremental Scatter 2024,Billing Request- 00104542,Laura Jenkins,3/11/2024,5/11/2024,Invoice Revision: Missed Billing,a6Jat9861111,Agency Revision Request,Nov,Incorrect legal terms delayed PTS.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00104543,Angelica Herrera Calvo,3/13/2025,5/28/2025,Invoice Revision: Credit/Rebill,a6Jat4433503,Incorrect Invoice Amount,Nov; Dec,Agency submitted updated invoice mapping.
Complete,Global Consumer Products 2024,Billing Request- 00104544,Andrew Rivera,10/22/2024,12/31/2024,Invoice Revision: Missed Billing,a6Jat9340360,,Aug,
Complete,NWSL Prime Video 2026,Billing Request- 00104545,Angelica Herrera Calvo,4/28/2026,5/8/2026,Invoice Revision: Credit/Rebill,a6JXt3623491,Late Billing Submission,Jan,
Waiting on Someone Else,Streaming Bundle Initiative 2025,Billing Request- 00104546,Connor Mora,4/4/2025,4/21/2025,Invoice Revision: Missed Billing,a6JHn6520283,Incorrect Invoice Amount,Sep,Late media plan changes from client.
Complete,NASCAR P&Q 2026,Billing Request- 00104547,Sofia Morales,4/7/2026,5/6/2026,Invoice Revision: Credit/Rebill,a6Jat7410978,Other Invoice Details,Oct,
Complete,Prime Sports NFL 2025,Billing Request- 00104548,Connor Mora,10/17/2025,1/4/2026,Invoice Revision: Credit/Rebill,a6JXt9622363,Other Invoice Details,Jul,Client requested retroactive billing adjustments.
Remove/Inactive,WNBA Incremental Scatter 2026,Billing Request- 00104549,Connor Mora,3/11/2026,4/11/2026,Invoice Revision: Missed Billing,a6JXt2949351,Agency Revision Request,May; Jun,Missing supporting documentation from vendor.
Remove/Inactive,NASCAR P&Q 2024,Billing Request- 00104550,Gabo Munoz,4/9/2024,4/12/2024,Invoice Revision: Missed Billing,a6JHn6700339,,Oct,Late media plan changes from client.
Complete,NFL Prime Video 2024,Billing Request- 00104551,Sofia Morales,3/28/2024,5/24/2024,Invoice Revision: Missed Billing,a6Jat3383765,Incorrect Invoice Amount,Sep,Incorrect legal terms delayed PTS.
Remove/Inactive,NWSL Halftime Sponsorship 2026,Billing Request- 00104552,Gabo Munoz,4/15/2026,4/27/2026,Invoice Copy,a6Jat5580308,PO / IO Mismatch,Sep; Oct,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00104553,Gabo Munoz,1/30/2026,5/4/2026,Invoice Revision: Credit/Rebill,a6Jat9221080,Agency Revision Request,Nov,Finance validation process delay.
Complete,NFL Prime Video 2025,Billing Request- 00104554,Laura Jenkins,5/31/2025,6/10/2025,Invoice Copy,a6Jat7952409,PO / IO Mismatch,Sep,Incorrect legal terms delayed PTS.
Complete,Retail Media Expansion 2025,Billing Request- 00104555,Laura Jenkins,3/7/2025,4/23/2025,Invoice Revision: Credit/Rebill,a6JHn4930372,Late Billing Submission,Sep; Oct,Incorrect legal terms delayed PTS.
Complete,NASCAR Apex 2025 2026,Billing Request- 00104556,Andrew Rivera,1/31/2026,3/25/2026,Invoice Revision: Credit/Rebill,a6JXt5608686,Other Invoice Details,Jul,Agency submitted updated invoice mapping.
Ready for Work,Amazon TNF 2024 2025,Billing Request- 00104557,Laura Jenkins,11/14/2025,11/22/2025,Invoice Revision: Missed Billing,a6JXt2694511,PO / IO Mismatch,Nov,Incorrect legal terms delayed PTS.
Complete,Amazon TNF 2024 2026,Billing Request- 00104558,Laura Jenkins,4/5/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6Jat4209825,Missing Backup Documentation,Nov,Missing supporting documentation from vendor.
Waiting on Someone Else,Amazon TNF 2024 2025,Billing Request- 00104559,Tyler Ward,9/19/2025,12/4/2025,Invoice Copy,a6JXt2907362,Agency Revision Request,Aug,Invoice details mismatch with approved campaign.
Complete,NWSL Prime Video 2025,Billing Request- 00104560,Sofia Morales,2/11/2025,4/4/2025,Invoice Revision: Credit/Rebill,a6Jat7661277,PO / IO Mismatch,Jun,Finance validation process delay.
Ready for Work,Global Consumer Products 2025,Billing Request- 00104561,Connor Mora,11/21/2025,2/1/2026,Invoice Revision: Credit/Rebill,a6JXt8715461,PO / IO Mismatch,Mar,Manual billing entry issue.
Complete,NWSL Prime Video 2026,Billing Request- 00104562,Elena Salazar Castillo,2/28/2026,4/9/2026,Invoice Revision: Credit/Rebill,a6Jat1211789,Late Billing Submission,Aug,Client requested retroactive billing adjustments.
Blocked,Retail Media Expansion 2026,Billing Request- 00104563,Elena Salazar Castillo,1/8/2026,2/1/2026,Invoice Revision: Credit/Rebill,a6JXt2319149,,Sep; Oct,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00104564,Melissa Grant,2/17/2025,6/4/2025,Invoice Revision: Credit/Rebill,a6JHn6186407,PO / IO Mismatch,May; Jun,
Complete,DirecTV NASCAR Campaign 2025,Billing Request- 00104565,Connor Mora,6/1/2025,6/20/2025,Invoice Revision: Credit/Rebill,a6Jat1357191,PO / IO Mismatch,May; Jun,Missing supporting documentation from vendor.
Complete,NBA League Pass 2025,Billing Request- 00104566,Connor Mora,11/8/2025,12/7/2025,Invoice Revision: Credit/Rebill,a6Jat7107418,Agency Revision Request,Mar,Manual billing entry issue.
Waiting on Someone Else,NWSL Prime Video 2025,Billing Request- 00104567,Connor Mora,4/20/2025,4/24/2025,Invoice Revision: Credit/Rebill,a6Jat7494342,Late Billing Submission,Jan; Feb,
Waiting on Someone Else,Retail Media Expansion 2025,Billing Request- 00104568,Andrew Rivera,7/31/2025,9/9/2025,Invoice Copy,a6JXt9761179,Missing Backup Documentation,Sep; Oct,Late media plan changes from client.
Complete,Prime Sports NFL 2026,Billing Request- 00104569,Elena Salazar Castillo,1/19/2026,3/26/2026,Invoice Revision: Credit/Rebill,a6Jat5710797,Incorrect Invoice Amount,Feb,Invoice details mismatch with approved campaign.
Complete,NASCAR Apex 2025 2025,Billing Request- 00104570,Angelica Herrera Calvo,3/14/2025,7/1/2025,Invoice Revision: Credit/Rebill,a6Jat7877393,Agency Revision Request,Jan; Feb,Agency submitted updated invoice mapping.
Remove/Inactive,NWSL Halftime Sponsorship 2024,Billing Request- 00104571,Connor Mora,10/25/2024,11/4/2024,Invoice Copy,a6JXt5941656,Late Billing Submission,Jun,Manual billing entry issue.
Complete,Prime Sports NFL 2024,Billing Request- 00104572,Melissa Grant,11/15/2024,11/19/2024,Invoice Revision: Missed Billing,a6JHn9842078,Missing Backup Documentation,May; Jun,Agency submitted updated invoice mapping.
Complete,DirecTV NASCAR Campaign 2024,Billing Request- 00104573,Gabo Munoz,10/6/2024,1/16/2025,Invoice Revision: Missed Billing,a6JXt5197505,,Oct,Finance validation process delay.
Waiting on Someone Else,NWSL Halftime Sponsorship 2024,Billing Request- 00104574,Melissa Grant,7/6/2024,10/3/2024,Invoice Revision: Missed Billing,a6JHn6328944,Incorrect Invoice Amount,Jan; Feb,Late media plan changes from client.
Complete,NWSL Prime Video 2024,Billing Request- 00104575,Connor Mora,8/7/2024,9/17/2024,Invoice Revision: Credit/Rebill,a6JHn2881160,,Apr,Agency submitted updated invoice mapping.
Complete,Amazon TNF 2024 2024,Billing Request- 00104576,Laura Jenkins,9/10/2024,9/13/2024,Invoice Revision: Missed Billing,a6JXt4217256,PO / IO Mismatch,Mar; Apr,Finance validation process delay.
Complete,NWSL Halftime Sponsorship 2025,Billing Request- 00104577,Andrew Rivera,4/6/2025,7/18/2025,Invoice Revision: Missed Billing,a6Jat6791413,Late Billing Submission,Mar,Invoice details mismatch with approved campaign.
Complete,NBA Playoffs Campaign 2024,Billing Request- 00104578,Elena Salazar Castillo,12/30/2024,4/27/2025,Invoice Revision: Missed Billing,a6JXt9611152,PO / IO Mismatch,Feb,
Complete,Retail Media Expansion 2025,Billing Request- 00104579,Tyler Ward,9/16/2025,11/11/2025,Invoice Revision: Missed Billing,a6Jat5701971,Missing Backup Documentation,Jul; Aug,
Complete,Amazon TNF 2024 2025,Billing Request- 00104580,Gabo Munoz,3/8/2025,6/22/2025,Invoice Revision: Credit/Rebill,a6JXt4644223,PO / IO Mismatch,Jan,Late media plan changes from client.
Complete,NWSL Prime Video 2024,Billing Request- 00104581,Connor Mora,5/6/2024,7/8/2024,Invoice Revision: Missed Billing,a6JXt1266694,Incorrect Invoice Amount,Feb,Invoice details mismatch with approved campaign.
Complete,NASCAR Apex 2025 2025,Billing Request- 00104582,Kevin Parker,1/1/2025,1/20/2025,Invoice Revision: Credit/Rebill,a6JXt1779183,Incorrect Invoice Amount,Feb,Agency submitted updated invoice mapping.
Complete,Confluence Academy 2025,Billing Request- 00104583,Kevin Parker,8/25/2025,11/28/2025,Invoice Revision: Credit/Rebill,a6JXt2140853,,Apr,
Complete,Retail Media Expansion 2026,Billing Request- 00104584,Melissa Grant,4/18/2026,5/7/2026,Invoice Revision: Credit/Rebill,a6JHn2334200,Agency Revision Request,Jul,Missing supporting documentation from vendor.
Complete,NWSL Prime Video 2026,Billing Request- 00104585,Tyler Ward,5/2/2026,5/9/2026,Invoice Revision: Credit/Rebill,a6JXt6018933,Agency Revision Request,Jan; Feb,Incorrect legal terms delayed PTS.
Blocked,Streaming Bundle Initiative 2025,Billing Request- 00104586,Connor Mora,5/20/2025,8/19/2025,Invoice Revision: Credit/Rebill,a6Jat5442304,Agency Revision Request,May,Late media plan changes from client.
Complete,NWSL Prime Video 2025,Billing Request- 00104587,Laura Jenkins,3/25/2025,7/5/2025,Invoice Revision: Credit/Rebill,a6JXt8926809,Incorrect Invoice Amount,Feb,Invoice details mismatch with approved campaign.
Complete,Confluence Academy 2025,Billing Request- 00104588,Melissa Grant,5/16/2025,6/23/2025,Invoice Copy,a6JXt9939908,Late Billing Submission,Sep; Oct,Invoice details mismatch with approved campaign.
Blocked,Confluence Academy 2026,Billing Request- 00104589,Andrew Rivera,1/26/2026,2/24/2026,Invoice Revision: Credit/Rebill,a6JHn2044145,Incorrect Invoice Amount,Mar,Late media plan changes from client.
Waiting on Someone Else,NBA League Pass 2026,Billing Request- 00104590,Angelica Herrera Calvo,1/6/2026,1/19/2026,Invoice Revision: Missed Billing,a6JXt6195171,PO / IO Mismatch,Jun,
Complete,NASCAR P&Q 2025,Billing Request- 00104591,Melissa Grant,2/8/2025,6/8/2025,Invoice Revision: Credit/Rebill,a6JHn9941391,Agency Revision Request,Jul,Invoice details mismatch with approved campaign.
Complete,NWSL Halftime Sponsorship 2026,Billing Request- 00104592,Kevin Parker,2/17/2026,3/17/2026,Invoice Revision: Credit/Rebill,a6Jat9414625,Other Invoice Details,Aug,Late media plan changes from client.
Waiting on Someone Else,NWSL Prime Video 2025,Billing Request- 00104593,Gabo Munoz,6/1/2025,7/11/2025,Invoice Revision: Credit/Rebill,a6Jat2054290,,Nov,Late media plan changes from client.
Complete,Prime Sports NFL 2026,Billing Request- 00104594,Andrew Rivera,4/10/2026,5/6/2026,Invoice Revision: Missed Billing,a6Jat1960296,PO / IO Mismatch,Jan,Incorrect legal terms delayed PTS.
Complete,Global Consumer Products 2025,Billing Request- 00104595,Kevin Parker,10/20/2025,1/7/2026,Invoice Revision: Credit/Rebill,a6JHn1321949,PO / IO Mismatch,Dec,Incorrect legal terms delayed PTS.
Complete,NASCAR Apex 2025 2024,Billing Request- 00104596,Tyler Ward,1/21/2024,2/18/2024,Invoice Revision: Credit/Rebill,a6JHn7674572,Other Invoice Details,Feb,Client requested retroactive billing adjustments.
Complete,NWSL Prime Video 2024,Billing Request- 00104597,Elena Salazar Castillo,1/14/2024,2/28/2024,Invoice Revision: Credit/Rebill,a6Jat5308598,Incorrect Invoice Amount,Mar,Invoice details mismatch with approved campaign.
Blocked,WNBA Incremental Scatter 2025,Billing Request- 00104598,Andrew Rivera,7/15/2025,10/11/2025,Invoice Revision: Credit/Rebill,a6JHn3623644,Incorrect Invoice Amount,Mar; Apr,Agency submitted updated invoice mapping.
Complete,WNBA Incremental Scatter 2026,Billing Request- 00104599,Kevin Parker,2/17/2026,2/20/2026,Invoice Revision: Credit/Rebill,a6Jat4558662,Agency Revision Request,Jan,Invoice details mismatch with approved campaign.
Complete,Amazon NBA Live Sports 2024,Billing Request- 00104600,Tyler Ward,1/15/2024,1/31/2024,Invoice Revision: Missed Billing,a6Jat8657036,Other Invoice Details,Jul,Agency submitted updated invoice mapping.
Complete,NBA Playoffs Campaign 2026,Billing Request- 00104601,Melissa Grant,3/13/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6JHn7134775,Late Billing Submission,Jul; Aug,Late media plan changes from client.
Waiting on Someone Else,NASCAR P&Q 2026,Billing Request- 00104602,Elena Salazar Castillo,4/10/2026,5/5/2026,Invoice Revision: Credit/Rebill,a6JHn9478371,Missing Backup Documentation,Mar; Apr,
Complete,Prime Sports NFL 2025,Billing Request- 00104603,Melissa Grant,10/9/2025,1/11/2026,Invoice Revision: Credit/Rebill,a6JXt5794514,,Dec,
Waiting on Someone Else,NASCAR Apex 2025 2025,Billing Request- 00104604,Elena Salazar Castillo,8/13/2025,10/23/2025,Invoice Revision: Credit/Rebill,a6JXt4011272,Missing Backup Documentation,May; Jun,Manual billing entry issue.
Complete,NBA League Pass 2024,Billing Request- 00104605,Andrew Rivera,10/2/2024,12/29/2024,Invoice Revision: Credit/Rebill,a6Jat9747166,Missing Backup Documentation,Nov,Incorrect legal terms delayed PTS.
Complete,Streaming Bundle Initiative 2024,Billing Request- 00104606,Elena Salazar Castillo,8/27/2024,10/28/2024,Invoice Copy,a6Jat5592592,PO / IO Mismatch,Jul; Aug,Finance validation process delay.
Complete,Amazon NBA Live Sports 2025,Billing Request- 00104607,Connor Mora,8/16/2025,10/8/2025,Invoice Revision: Credit/Rebill,a6Jat4242480,PO / IO Mismatch,Nov; Dec,Finance validation process delay.
Remove/Inactive,NWSL Prime Video 2026,Billing Request- 00104608,Sofia Morales,2/15/2026,4/20/2026,Invoice Revision: Missed Billing,a6JXt9481156,Agency Revision Request,Jan; Feb,Finance validation process delay.
Complete,WNBA Incremental Scatter 2025,Billing Request- 00104609,Andrew Rivera,5/25/2025,8/27/2025,Invoice Revision: Missed Billing,a6JXt6442637,PO / IO Mismatch,Oct,Missing supporting documentation from vendor.
Complete,NBA League Pass 2024,Billing Request- 00104610,Laura Jenkins,2/5/2024,3/28/2024,Invoice Revision: Credit/Rebill,a6JXt7789606,,Apr,Invoice details mismatch with approved campaign.
